row ID,label
1083,46
1084,672
1085,714
1086,39
1087,248
1088,4880
1089,114
1090,1034
1091,22
1092,25
1093,604
1094,1521
1095,5770
1096,1521
1097,43
1098,2643
1099,8
1100,211
1101,230
1102,18
1103,1129
1104,347
1105,309
1106,818
1107,677
1108,714
1109,2664
1110,328
1111,43
1112,167
1113,44
1114,2363
1115,10
1116,253
1117,430
1118,155
1119,31
1120,41
1121,1521
1122,9
1123,672
1124,309
1125,472
1126,510
1127,82
1128,12
1129,1135
1130,1277
1131,177
1132,403
1133,92
1134,8972
1135,3777
1136,399
1137,218
1138,544
1139,43
1140,2401
1141,328
1142,136
1143,925
1144,8972
1145,6932
1146,1
1147,71
1148,3711
1149,136
1150,4224
1151,564
1152,537
1153,332
1154,343
1155,370
1156,328
1157,491
1158,39
1159,909
1160,1277
1161,167
1162,6584
1163,121
1164,940
1165,4
1166,316
1167,3466
1168,336
1169,336
1170,64
1171,328
1172,682
1173,925
1174,15
1175,328
1176,665
1177,90
1178,836
1179,46
1180,46
1181,1621
1182,9504
1183,3466
1184,7173
1185,101
1186,650
1187,358
1188,1521
1189,127
1190,244
1191,3467
1192,1917
1193,8291
1194,211
1195,151
1196,1865
1197,72
1198,4669
1199,3334
1200,4615
1201,46
1202,18
1203,3711
1204,136
1205,27
1206,1213
1207,164
1208,6445
1209,7997
1210,378
1211,1621
1212,37
1213,8291
1214,1482
1215,770
1216,621
1217,430
1218,1182
1219,27
1220,672
1221,32
1222,11
1223,672
1224,844
1225,6
1226,22
1227,161
1228,155
1229,1672
1230,7838
1231,1521
1232,298
1233,2710
1234,151
1235,362
1236,46
1237,41
1238,8291
1239,27
1240,4735
1241,94
1242,37
1243,10
1244,9
1245,31
1246,343
1247,343
1248,231
1249,375
1250,1072
1251,8
1252,677
1253,1951
1254,127
1255,6
1256,3405
1257,5733
1258,77
1259,929
1260,15
1261,1521
1262,73
1263,17
1264,298
1265,82
1266,255
1267,2161
1268,128
1269,5816
1270,253
1271,672
1272,2196
1273,818
1274,336
1275,170
1276,17
1277,11
1278,44
1279,3466
1280,43
1281,1208
1282,11
1283,1621
1284,44
1285,661
1286,8243
1287,316
1288,403
1289,170
1290,27
1291,204
1292,231
1293,172
1294,1521
1295,1482
1296,128
1297,20
1298,40
1299,6670
1300,1034
1301,17
1302,46
1303,155
1304,1034
1305,5733
1306,7838
1307,1305
1308,17
1309,11
1310,940
1311,125
1312,309
1313,2401
1314,17
1315,316
1316,1482
1317,2615
1318,1135
1319,677
1320,128
1321,328
1322,3962
1323,7838
1324,128
1325,136
1326,83
1327,7838
1328,4880
1329,127
1330,336
1331,1618
1332,150
1333,20
1334,20
1335,378
1336,378
1337,6439
1338,46
1339,18
1340,770
1341,370
1342,39
1343,1977
1344,8
1345,81
1346,250
1347,371
1348,757
1349,83
1350,8291
1351,1482
1352,130
1353,770
1354,40
1355,298
1356,97
1357,17
1358,43
1359,347
1360,46
1361,461
1362,255
1363,9864
1364,1141
1365,378
1366,328
1367,1025
1368,46
1369,406
1370,10
1371,136
1372,757
1373,714
1374,277
1375,233
1376,248
1377,18
1378,5995
1379,557
1380,1034
1381,45
1382,39
1383,708
1384,6445
1385,13
1386,3526
1387,714
1388,296
1389,375
1390,672
1391,39
1392,8291
1393,44
1394,316
1395,4638
1396,108
1397,46
1398,1618
1399,20
1400,128
1401,454
1402,378
1403,41
1404,403
1405,248
1406,6
1407,288
1408,451
1409,570
1410,25
1411,1521
1412,41
1413,4829
1414,34
1415,204
1416,1361
1417,1034
1418,39
1419,8724
1420,3334
1421,78
1422,1277
1423,4880
1424,46
1425,309
1426,6445
1427,1277
1428,94
1429,1277
1430,46
1431,1387
1432,97
1433,6010
1434,46
1435,1129
1436,332
1437,437
1438,1521
1439,53
1440,2862
1441,570
1442,106
1443,155
1444,28
1445,20
1446,15
1447,363
1448,43
1449,1598
1450,79
1451,97
1452,336
1453,2492
1454,35
1455,309
1456,714
1457,672
1458,33
1459,17
1460,2615
1461,17
1462,522
1463,1887
1464,204
1465,1482
1466,343
1467,4895
1468,672
1469,1807
1470,31
1471,661
1472,682
1473,336
1474,8
1475,128
1476,330
1477,253
1478,82
1479,44
1480,123
1481,39
1482,231
1483,46
1484,127
1485,17
1486,637
1487,672
1488,1277
1489,44
1490,2906
1491,953
1492,940
1493,80
1494,4880
1495,36
1496,1598
1497,211
1498,108
1499,40
1500,7294
1501,555
1502,10
1503,2664
1504,20
1505,36
1506,31
1507,461
1508,309
1509,9
1510,18
1511,4880
1512,4829
1513,4224
1514,136
1515,43
1516,1034
1517,20
1518,378
1519,4224
1520,211
1521,64
1522,77
1523,128
1524,375
1525,169
1526,169
1527,128
1528,127
1529,28
1530,211
1531,316
1532,4880
1533,602
1534,313
1535,35
1536,501
1537,332
1538,378
1539,682
1540,184
1541,128
1542,39
1543,925
1544,328
1545,4126
1546,9504
1547,309
1548,46
1549,31
1550,253
1551,1319
1552,11
1553,604
1554,53
1555,1482
1556,136
1557,3148
1558,330
1559,1887
1560,375
1561,1277
1562,204
1563,328
1564,250
1565,451
1566,621
1567,1313
1568,770
1569,17
1570,129
1571,336
1572,309
1573,1727
1574,757
1575,5251
1576,406
1577,953
1578,3334
1579,332
1580,1314
1581,31
1582,1482
1583,770
1584,3839
1585,370
1586,344
1587,224
1588,2664
1589,672
1590,1521
1591,233
1592,53
1593,332
1594,136
1595,120
1596,1034
1597,609
1598,64
1599,1034
1600,9845
1601,31
1602,818
1603,46
1604,15
1605,44
1606,328
1607,1496
1608,682
1609,167
1610,3711
1611,562
1612,36
1613,1208
1614,298
1615,44
1616,3711
1617,5324
1618,581
1619,6439
1620,24
1621,3711
1622,1129
1623,557
1624,250
1625,4
1626,2682
1627,1951
1628,682
1629,248
1630,127
1631,6
1632,8
1633,1482
1634,211
1635,363
1636,3466
1637,363
1638,7188
1639,244
1640,1277
1641,1709
1642,296
1643,127
1644,15
1645,17
1646,1621
1647,1438
1648,621
1649,4880
1650,20
1651,375
1652,39
1653,177
1654,164
1655,690
1656,90
1657,127
1658,90
1659,43
1660,430
1661,7503
1662,714
1663,136
1664,770
1665,1034
1666,1034
1667,46
1668,13
1669,136
1670,244
1671,2196
1672,13
1673,22
1674,46
1675,344
1676,224
1677,581
1678,97
1679,2884
1680,3466
1681,92
1682,158
1683,1025
1684,747
1685,3334
1686,123
1687,128
1688,3781
1689,963
1690,2664
1691,46
1692,18
1693,248
1694,97
1695,108
1696,211
1697,298
1698,255
1699,6
1700,20
1701,10
1702,770
1703,92
1704,43
1705,489
1706,62
1707,46
1708,672
1709,44
1710,250
1711,344
1712,151
1713,20
1714,24
1715,46
1716,1621
1717,20
1718,374
1719,375
1720,8724
1721,1977
1722,76
1723,3711
1724,103
1725,642
1726,672
1727,31
1728,46
1729,1621
1730,1887
1731,1025
1732,1887
1733,672
1734,6670
1735,770
1736,46
1737,81
1738,682
1739,1521
1740,2762
1741,289
1742,682
1743,371
1744,691
1745,309
1746,368
1747,3004
1748,130
1749,1387
1750,36
1751,6141
1752,8203
1753,46
1754,8291
1755,4626
1756,155
1757,1361
1758,4018
1759,30
1760,46
1761,363
1762,20
1763,5177
1764,451
1765,204
1766,32
1767,1277
1768,1521
1769,929
1770,108
1771,97
1772,123
1773,46
1774,248
1775,20
1776,9
1777,20
1778,1034
1779,7503
1780,127
1781,270
1782,90
1783,103
1784,347
1785,336
1786,309
1787,7838
1788,10
1789,1496
1790,4880
1791,43
1792,328
1793,6932
1794,129
1795,288
1796,672
1797,4224
1798,44
1799,328
1800,1277
1801,130
1802,757
1803,1618
1804,322
1805,6
1806,621
1807,672
1808,130
1809,22
1810,2324
1811,4168
1812,1034
1813,345
1814,108
1815,7838
1816,136
1817,15
1818,714
1819,602
1820,3156
1821,39
1822,231
1823,128
1824,155
1825,336
1826,20
1827,770
1828,1887
1829,36
1830,43
1831,260
1832,8231
1833,9897
1834,43
1835,46
1836,43
1837,682
1838,5733
1839,5892
1840,204
1841,20
1842,344
1843,5816
1844,43
1845,425
1846,9897
1847,368
1848,108
1849,101
1850,136
1851,336
1852,332
1853,4880
1854,672
1855,770
1856,209
1857,17
1858,714
1859,187
1860,77
1861,46
1862,7838
1863,209
1864,11
1865,491
1866,316
1867,127
1868,358
1869,437
1870,557
1871,344
1872,298
1873,136
1874,677
1875,103
1876,43
1877,336
1878,231
1879,10
1880,20
1881,1977
1882,7503
1883,551
1884,43
1885,3156
1886,41
1887,328
1888,3781
1889,1496
1890,378
1891,288
1892,672
1893,3549
1894,77
1895,365
1896,204
1897,43
1898,745
1899,2384
1900,430
1901,242
1902,27
1903,6556
1904,1977
1905,3334
1906,336
1907,343
1908,63
1909,43
1910,605
1911,309
1912,925
1913,36
1914,136
1915,97
1916,332
1917,7503
1918,57
1919,489
1920,1378
1921,5908
1922,43
1923,2664
1924,39
1925,328
1926,1618
1927,156
1928,44
1929,11
1930,671
1931,27
1932,209
1933,118
1934,46
1935,489
1936,3647
1937,3781
1938,126
1939,46
1940,177
1941,187
1942,8243
1943,82
1944,3711
1945,5733
1946,3839
1947,17
1948,2670
1949,211
1950,328
1951,128
1952,10
1953,444
1954,677
1955,1845
1956,3513
1957,757
1958,7838
1959,602
1960,136
1961,22
1962,8972
1963,7838
1964,13
1965,97
1966,510
1967,244
1968,3794
1969,3334
1970,605
1971,224
1972,451
1973,316
1974,714
1975,5165
1976,300
1977,818
1978,196
1979,1277
1980,298
1981,167
1982,5995
1983,1025
1984,3711
1985,11
1986,46
1987,672
1988,22
1989,2268
1990,260
1991,288
1992,925
1993,1368
1994,46
1995,18
1996,260
1997,27
1998,136
1999,244
2000,3334
2001,677
2002,167
2003,409
2004,136
2005,28
2006,818
2007,2401
2008,10
2009,1277
2010,1696
2011,770
2012,336
2013,46
2014,11
2015,46
2016,31
2017,8291
2018,43
2019,336
2020,2810
2021,581
2022,7838
2023,18
2024,1977
2025,1036
2026,167
2027,46
2028,441
2029,10
2030,1
2031,1618
2032,27
2033,79
2034,46
2035,344
2036,328
2037,18
2038,10
2039,540
2040,298
2041,46
2042,20
2043,63
2044,8667
2045,9845
2046,298
2047,8
2048,126
2049,13
2050,136
2051,1096
2052,3466
2053,53
2054,298
2055,22
2056,77
2057,2293
2058,2316
2059,1977
2060,451
2061,1361
2062,818
2063,3372
2064,770
2065,556
2066,332
2067,8
2068,111
2069,4224
2070,1977
2071,564
2072,44
2073,20
2074,3466
2075,929
2076,82
2077,44
2078,661
2079,3781
2080,136
2081,1521
2082,90
2083,1036
2084,39
2085,3549
2086,77
2087,451
2088,1034
2089,34
2090,53
2091,12
2092,1845
2093,3015
2094,253
2095,17
2096,3711
2097,714
2098,2355
2099,1887
2100,44
2101,344
2102,128
2103,13
2104,940
2105,8972
2106,451
2107,18
2108,97
2109,103
2110,155
2111,136
2112,12
2113,1496
2114,44
2115,1521
2116,332
2117,17
2118,368
2119,344
2120,31
2121,36
2122,97
2123,404
2124,1277
2125,6445
2126,15
2127,557
2128,44
2129,1233
2130,309
2131,818
2132,328
2133,6283
2134,177
2135,1621
2136,22
2137,1482
2138,2615
2139,9994
2140,6460
2141,328
2142,8243
2143,378
2144,953
2145,126
2146,2363
2147,336
2148,1034
2149,309
2150,714
2151,708
2152,77
2153,115
2154,1482
2155,3711
2156,3334
2157,757
2158,97
2159,581
2160,714
2161,4880
2162,18
2163,770
2164,8291
2165,298
2166,22
2167,108
2168,97
2169,119
2170,255
2171,46
2172,136
2173,4880
2174,602
2175,43
2176,31
2177,204
2178,672
2179,375
2180,18
2181,17
2182,97
2183,28
2184,24
2185,3
2186,4199
2187,347
2188,343
2189,71
2190,602
2191,344
2192,44
2193,2189
2194,8
2195,108
2196,336
2197,43
2198,378
2199,3636
2200,33
2201,4126
2202,491
2203,7503
2204,151
2205,94
2206,6038
2207,248
2208,770
2209,403
2210,141
2211,136
2212,336
2213,375
2214,18
2215,3711
2216,1034
2217,557
2218,336
2219,6
2220,328
2221,1621
2222,114
2223,121
2224,3
2225,3839
2226,451
2227,1034
2228,1482
2229,40
2230,316
2231,167
2232,309
2233,472
2234,328
2235,3156
2236,20
2237,18
2238,347
2239,43
2240,286
2241,1168
2242,1506
2243,250
2244,253
2245,43
2246,128
2247,8972
2248,4338
2249,1277
2250,119
2251,2884
2252,250
2253,17
2254,31
2255,9845
2256,17
2257,1598
2258,5733
2259,39
2260,22
2261,1621
2262,347
2263,1277
2264,126
2265,11
2266,714
2267,167
2268,177
2269,46
2270,347
2271,136
2272,451
2273,1135
2274,328
2275,489
2276,46
2277,1135
2278,8667
2279,2324
2280,44
2281,1025
2282,128
2283,43
2284,204
2285,211
2286,255
2287,46
2288,1036
2289,128
2290,250
2291,1887
2292,350
2293,5908
2294,557
2295,672
2296,156
2297,2161
2298,453
2299,309
2300,40
2301,347
2302,7294
2303,682
2304,672
2305,344
2306,121
2307,3533
2308,78
2309,77
2310,136
2311,97
2312,6445
2313,980
2314,441
2315,8291
2316,46
2317,940
2318,20
2319,1277
2320,669
2321,167
2322,316
2323,1034
2324,43
2325,53
2326,151
2327,6371
2328,1182
2329,151
2330,7838
2331,17
2332,328
2333,79
2334,211
2335,46
2336,121
2337,164
2338,39
2339,136
2340,39
2341,17
2342,76
2343,7688
2344,286
2345,454
2346,9897
2347,344
2348,10
2349,375
2350,24
2351,114
2352,3446
2353,15
2354,262
2355,1482
2356,46
2357,1482
2358,9741
2359,43
2360,953
2361,108
2362,7918
2363,809
2364,1185
2365,108
2366,43
2367,128
2368,1034
2369,677
2370,672
2371,1277
2372,443
2373,309
2374,5198
2375,17
2376,1521
2377,441
2378,20
2379,43
2380,24
2381,119
2382,344
2383,714
2384,1521
2385,451
2386,328
2387,22
2388,332
2389,97
2390,5198
2391,757
2392,425
2393,316
2394,17
2395,277
2396,130
2397,82
2398,46
2399,328
2400,44
2401,11
2402,7838
2403,20
2404,4591
2405,2664
2406,1621
2407,537
2408,12
2409,5733
2410,1521
2411,46
2412,7173
2413,18
2414,36
2415,757
2416,46
2417,79
2418,1135
2419,925
2420,1277
2421,46
2422,925
2423,103
2424,1418
2425,82
2426,4244
2427,82
2428,714
2429,5198
2430,2363
2431,1418
2432,3511
2433,1375
2434,46
2435,557
2436,17
2437,262
2438,1977
2439,15
2440,103
2441,7503
2442,8667
2443,336
2444,46
2445,8027
2446,15
2447,5752
2448,454
2449,10
2450,114
2451,6
2452,44
2453,10
2454,97
2455,674
2456,1977
2457,298
2458,714
2459,97
2460,3852
2461,2
2462,151
2463,250
2464,17
2465,714
2466,167
2467,375
2468,1408
2469,714
2470,7848
2471,8249
2472,371
2473,46
2474,1000
2475,41
2476,677
2477,298
2478,940
2479,20
2480,108
2481,1845
2482,328
2483,1695
2484,328
2485,18
2486,714
2487,747
2488,1380
2489,1277
2490,101
2491,370
2492,451
2493,10
2494,11
2495,296
2496,6752
2497,309
2498,39
2499,39
2500,156
2501,1418
2502,204
2503,3358
2504,564
2505,196
2506,451
2507,71
2508,231
2509,3466
2510,1135
2511,682
2512,1208
2513,5733
2514,4
2515,277
2516,518
2517,15
2518,9897
2519,43
2520,3819
2521,177
2522,9845
2523,6
2524,43
2525,4099
2526,18
2527,451
2528,136
2529,1482
2530,818
2531,451
2532,127
2533,73
2534,18
2535,672
2536,3711
2537,3962
2538,136
2539,925
2540,18
2541,46
2542,672
2543,7463
2544,3962
2545,44
2546,737
2547,1365
2548,309
2549,6445
2550,77
2551,1672
2552,328
2553,43
2554,661
2555,2664
2556,1341
2557,1521
2558,682
2559,316
2560,607
2561,309
2562,1865
2563,347
2564,71
2565,103
2566,6445
2567,489
2568,20
2569,18
2570,17
2571,231
2572,22
2573,36
2574,3894
2575,82
2576,46
2577,250
2578,7
2579,136
2580,332
2581,3839
2582,211
2583,82
2584,375
2585,371
2586,747
2587,204
2588,59
2589,1521
2590,43
2591,347
2592,451
2593,1521
2594,4224
2595,537
2596,156
2597,1618
2598,1094
2599,127
2600,136
2601,260
2602,97
2603,336
2604,44
2605,537
2606,244
2607,262
2608,369
2609,50
2610,441
2611,106
2612,46
2613,1129
2614,375
2615,3466
2616,8203
2617,1432
2618,682
2619,1521
2620,1865
2621,31
2622,250
2623,2
2624,2615
2625,153
2626,46
2627,1182
2628,276
2629,2615
2630,39
2631,231
2632,204
2633,298
2634,1036
2635,81
2636,677
2637,1277
2638,3711
2639,27
2640,375
2641,3711
2642,537
2643,3334
2644,248
2645,39
2646,250
2647,1897
2648,177
2649,1521
2650,348
2651,332
2652,6371
2653,244
2654,46
2655,5733
2656,20
2657,20
2658,13
2659,2170
2660,20
2661,43
2662,22
2663,40
2664,15
2665,36
2666,328
2667,136
2668,18
2669,97
2670,204
2671,1248
2672,714
2673,4829
2674,46
2675,7838
2676,43
2677,332
2678,119
2679,164
2680,126
2681,12
2682,248
2683,94
2684,172
2685,2
2686,677
2687,672
2688,46
2689,27
2690,6445
2691,6445
2692,6
2693,1482
2694,437
2695,28
2696,1034
2697,2147
2698,336
2699,1845
2700,328
2701,336
2702,3
2703,451
2704,46
2705,264
2706,46
2707,451
2708,1496
2709,270
2710,443
2711,255
2712,2664
2713,1094
2714,672
2715,336
2716,929
2717,451
2718,128
2719,32
2720,336
2721,17
2722,46
2723,204
2724,77
2725,7294
2726,22
2727,1208
2728,79
2729,378
2730,430
2731,231
2732,128
2733,1521
2734,1621
2735,371
2736,211
2737,714
2738,18
2739,1727
2740,119
2741,155
2742,286
2743,13
2744,309
2745,209
2746,1621
2747,451
2748,20
2749,6670
2750,106
2751,602
2752,17
2753,3156
2754,3711
2755,454
2756,544
2757,46
2758,204
2759,714
2760,101
2761,451
2762,50
2763,1521
2764,1521
2765,20
2766,818
2767,2906
2768,32
2769,309
2770,12
2771,13
2772,1168
2773,18
2774,2615
2775,107
2776,770
2777,1521
2778,270
2779,672
2780,330
2781,6141
2782,260
2783,344
2784,97
2785,9845
2786,46
2787,288
2788,43
2789,3156
2790,136
2791,167
2792,6
2793,356
2794,5133
2795,3334
2796,818
2797,3894
2798,10
2799,344
2800,3839
2801,164
2802,1182
2803,46
2804,336
2805,103
2806,6038
2807,5697
2808,1977
2809,770
2810,1208
2811,672
2812,136
2813,2664
2814,677
2815,336
2816,5733
2817,451
2818,121
2819,298
2820,17
2821,1521
2822,46
2823,211
2824,1521
2825,46
2826,50
2827,36
2828,3466
2829,9897
2830,50
2831,953
2832,36
2833,650
2834,677
2835,136
2836,1034
2837,328
2838,41
2839,605
